"","Practice.Code","Volume","Cost","ID","Cluster"
"2430","E83629",423286,41089.16572,2430,1
"2431","E83631",266230,24978.95111,2431,1
"2432","E83632",505092,42598.7584,2432,1
"2433","E83633",349091,26874.31266,2433,1
"2434","E83637",467838,36974.73985,2434,1
"2435","E83638",384175,38199.9096,2435,1
"2436","E83639",351283,36870.47197,2436,1
"2437","E83640",100118,10524.08053,2437,1
"2438","E83644",236398,17721.60346,2438,1
"2439","E83645",517412,48113.59637,2439,1
"2440","E83649",246309,27558.98209,2440,1
"2441","E83650",247648,25090.69295,2441,1
"2442","E83651",94122,8761.72506,2442,1
"2443","E83652",194438,22982.82844,2443,1
"2444","E83653",765791,70900.92525,2444,1
"2445","E83654",182665,18511.86898,2445,1
"2446","E83655",558,247.94582,2446,1
"2447","E83656",170713,20800.55448,2447,1
"2448","E83657",131402,14777.34498,2448,1
"2449","E83658",228305,18317.20989,2449,1
"2450","E83659",124598,10671.58865,2450,1
"2451","E83664",123170,8427.27735,2451,1
"2452","E83665",14212,1198.85441,2452,1
"2453","E83666",1744,157.64177,2453,1
"2454","E83668",257464,23851.47481,2454,1
"2455","E84002",739414,64518.57707,2455,1
"2456","E84003",674200,47894.43348,2456,1
"2457","E84004",1040745,93417.45678,2457,1
"2458","E84005",827179,70850.76723,2458,1
"2459","E84006",1737983,146763.03655,2459,1
"2460","E84007",743449,67693.0792,2460,1
"2461","E84008",1349203,117784.28887,2461,1
"2462","E84009",2743535,187823.55033,2462,1
"2463","E84011",653097,48021.1622,2463,1
"2464","E84012",761390,67916.89108,2464,1
"2465","E84013",1275661,88218.62926,2465,1
"2466","E84014",1175511,96737.2102,2466,1
"2467","E84015",1118375,90806.23295,2467,1
"2468","E84017",794923,71340.09182,2468,1
"2469","E84018",888984,73769.34904,2469,1
"2470","E84020",432484,32664.78351,2470,1
"2471","E84021",1333479,107160.24512,2471,1
"2472","E84022",657023,67000.42977,2472,1
"2473","E84023",469479,47970.69697,2473,1
"2474","E84024",2093747,191484.03233,2474,1
"2475","E84025",1036963,105920.9649,2475,1
"2476","E84026",545347,45764.3481,2476,1
"2477","E84028",514759,40997.83367,2477,1
"2478","E84029",318651,21903.67391,2478,1
"2479","E84030",682263,58186.98488,2479,1
"2480","E84031",957808,85634.96905,2480,1
"2481","E84032",1074257,78389.18732,2481,1
"2482","E84033",521273,42500.27685,2482,1
"2483","E84036",700850,76554.46502,2483,1
"2484","E84039",1186888,81477.74996,2484,1
"2485","E84040",448166,47506.79117,2485,1
"2486","E84042",861808,64579.21886,2486,1
"2487","E84044",1165750,106902.07118,2487,1
"2488","E84048",916022,67558.72677,2488,1
"2489","E84049",298569,26432.47185,2489,1
"2490","E84051",685048,53980.77136,2490,1
"2491","E84053",657364,62074.19709,2491,1
"2492","E84056",297247,26379.72282,2492,1
"2493","E84057",2088538,166780.33624,2493,1
"2494","E84058",1799121,141582.36672,2494,1
"2495","E84059",331771,32922.6873,2495,1
"2496","E84061",1651770,144801.86595,2496,1
"2497","E84062",396371,37027.32215,2497,1
"2498","E84063",300387,22861.34771,2498,1
"2499","E84064",447826,36611.02655,2499,1
"2500","E84066",342477,26759.26085,2500,1
"2501","E84067",611061,44845.25373,2501,1
"2502","E84068",2010147,159262.24403,2502,1
"2503","E84069",1504144,123175.78898,2503,1
"2504","E84070",322335,31214.4029,2504,1
"2505","E84074",486389,49634.90489,2505,1
"2506","E84075",340769,26846.5623,2506,1
"2507","E84076",709414,61208.20744,2507,1
"2508","E84077",217635,22876.51384,2508,1
"2509","E84078",344638,29342.2671,2509,1
"2510","E84080",641441,64479.39514,2510,1
"2511","E84083",826783,65763.1526,2511,1
"2512","E84084",860910,65932.13514,2512,1
"2513","E84086",561419,48887.66611,2513,1
"2514","E84601",781989,48796.42885,2514,1
"2515","E84617",728479,49559.68286,2515,1
"2516","E84620",727611,39542.97464,2516,1
"2517","E84624",408493,28541.13342,2517,1
"2518","E84626",489630,26212.51701,2518,1
"2519","E84635",415792,29495.82856,2519,1
"2520","E84637",245901,18826.94075,2520,1
"2521","E84638",512150,36021.09367,2521,1
"2522","E84645",435633,34318.2463,2522,1
"2523","E84646",363056,25594.44675,2523,1
"2524","E84647",278344,21632.49559,2524,1
"2525","E84653",232075,23260.73348,2525,1
"2526","E84656",468932,25384.98405,2526,1
"2527","E84657",405450,32527.65601,2527,1
"2528","E84658",907004,61558.0034,2528,1
"2529","E84661",535403,39369.956,2529,1
"2530","E84663",591843,39716.77974,2530,1
"2531","E84665",638468,71443.93989,2531,1
"2532","E84667",328320,28639.96649,2532,1
"2533","E84669",280397,18252.96798,2533,1
"2534","E84670",406072,31652.14628,2534,1
"2535","E84674",520660,40768.84978,2535,1
"2536","E84676",374223,28215.64483,2536,1
"2537","E84678",206399,20810.65244,2537,1
"2538","E84680",320499,31878.68087,2538,1
"2539","E84681",286906,18746.95072,2539,1
"2540","E84684",467145,29902.84146,2540,1
"2541","E84685",964911,74363.97652,2541,1
"2542","E84690",370141,26647.60212,2542,1
"2543","E84693",747857,63315.54269,2543,1
"2544","E84696",188102,17860.35176,2544,1
"2545","E84699",482046,39379.98358,2545,1
"2546","E84701",244738,21452.65243,2546,1
"2547","E84702",347513,34295.51557,2547,1
"2548","E84704",260429,18953.76662,2548,1
"2549","E84705",197423,15493.62087,2549,1
"2550","E84706",286092,20269.21471,2550,1
"2551","E84707",9159,552.49979,2551,1
"2552","E84708",161977,16614.39476,2552,1
"2553","E84709",1118741,86951.78899,2553,1
"2554","E84713",413454,42041.40599,2554,1
"2555","E85001",723346,74240.58612,2555,1
"2556","E85003",1434403,135926.63336,2556,1
"2557","E85004",798560,65143.20518,2557,1
"2558","E85005",331534,27638.80265,2558,1
"2559","E85006",364758,38054.35658,2559,1
"2560","E85007",1214706,106688.99672,2560,1
"2561","E85008",775845,77819.23559,2561,1
"2562","E85012",568183,53630.69713,2562,1
"2563","E85013",107301,21608.49948,2563,1
"2564","E85014",567522,65617.86435,2564,1
"2565","E85015",379445,30585.03807,2565,1
"2566","E85016",829923,94080.75521,2566,1
"2567","E85018",230731,20134.00657,2567,1
"2568","E85019",776870,84259.87297,2568,1
"2569","E85020",1246955,107581.39849,2569,1
"2570","E85021",485556,57325.68083,2570,1
"2571","E85023",264015,28578.09169,2571,1
"2572","E85024",694632,56321.48682,2572,1
"2573","E85025",465795,41177.50086,2573,1
"2574","E85026",1065652,116097.00588,2574,1
"2575","E85028",782920,79634.43458,2575,1
"2576","E85029",1352560,153251.31763,2576,1
"2577","E85030",506858,51286.52887,2577,1
"2578","E85032",477693,49568.3834,2578,1
"2579","E85033",740691,75709.75472,2579,1
"2580","E85034",644945,67694.11636,2580,1
"2581","E85035",394876,44194.62791,2581,1
"2582","E85038",354988,43034.99802,2582,1
"2583","E85040",1006637,128351.15215,2583,1
"2584","E85041",422084,42422.67297,2584,1
"2585","E85042",412303,46079.05962,2585,1
"2586","E85044",245981,17930.7094,2586,1
"2587","E85045",210964,21995.75369,2587,1
"2588","E85046",480865,55361.07602,2588,1
"2589","E85048",449366,39797.97355,2589,1
"2590","E85049",537186,46765.02614,2590,1
"2591","E85050",722773,75348.87626,2591,1
"2592","E85051",422864,45602.34129,2592,1
"2593","E85052",596973,62162.62999,2593,1
"2594","E85053",390469,43279.98149,2594,1
"2595","E85054",859989,87855.59439,2595,1
"2596","E85055",1177691,108277.15531,2596,1
"2597","E85056",733134,74048.01013,2597,1
"2598","E85057",651246,90581.69441,2598,1
"2599","E85058",978225,86845.55582,2599,1
"2600","E85059",731320,57746.04784,2600,1
"2601","E85060",563835,53816.72145,2601,1
"2602","E85061",404954,38979.97196,2602,1
"2603","E85062",615726,50520.437,2603,1
"2604","E85064",345011,45211.37583,2604,1
"2605","E85066",155942,31891.37035,2605,1
"2606","E85069",381367,38002.51196,2606,1
"2607","E85071",205960,21596.80772,2607,1
"2608","E85074",222922,33282.87083,2608,1
"2609","E85075",272382,30362.07549,2609,1
"2610","E85077",444027,29155.52745,2610,1
"2611","E85083",451179,41304.75135,2611,1
"2612","E85088",299509,34602.46563,2612,1
"2613","E85090",654081,47356.06858,2613,1
"2614","E85091",62890,6395.2197,2614,1
"2615","E85096",632986,57458.06336,2615,1
"2616","E85098",273857,26802.35957,2616,1
"2617","E85099",191344,23353.2933,2617,1
"2618","E85103",390778,34938.05295,2618,1
"2619","E85105",500733,52891.92583,2619,1
"2620","E85107",638590,68784.44833,2620,1
"2621","E85108",385104,42483.24467,2621,1
"2622","E85109",234432,23049.27021,2622,1
"2623","E85110",217882,21522.10175,2623,1
"2624","E85111",186903,21915.01775,2624,1
"2625","E85112",342852,32758.7743,2625,1
"2626","E85113",544895,49508.47799,2626,1
"2627","E85114",951570,78310.50453,2627,1
"2628","E85115",350421,32011.07513,2628,1
"2629","E85116",329018,52071.92584,2629,1
"2630","E85117",266426,43512.24004,2630,1
"2631","E85118",577428,60846.44053,2631,1
"2632","E85119",654257,52123.6356,2632,1
"2633","E85120",1437499,122853.96538,2633,1
"2634","E85121",1058530,93904.7465,2634,1
"2635","E85122",1086044,119232.26661,2635,1
"2636","E85123",277463,34377.61489,2636,1
"2637","E85124",370671,28598.87196,2637,1
"2638","E85125",425105,41818.67467,2638,1
"2639","E85126",766148,74807.29165,2639,1
"2640","E85127",639997,68581.56077,2640,1
"2641","E85128",701012,69961.43037,2641,1
"2642","E85129",456774,50630.09933,2642,1
"2643","E85130",323442,32950.57256,2643,1
"2644","E85600",372775,40772.69548,2644,1
"2645","E85605",565239,63332.52946,2645,1
"2646","E85617",102685,11955.68639,2646,1
"2647","E85623",202458,16374.91562,2647,1
"2648","E85624",731238,60205.01358,2648,1
"2649","E85625",230740,25250.8416,2649,1
"2650","E85628",476544,58622.07294,2650,1
"2651","E85630",179263,21208.70666,2651,1
"2652","E85633",579266,46359.9392,2652,1
"2653","E85635",389578,40562.46868,2653,1
"2654","E85636",1388759,97568.36263,2654,1
"2655","E85640",196646,21865.84879,2655,1
"2656","E85643",607939,44201.99682,2656,1
"2657","E85649",166766,17450.00487,2657,1
"2658","E85656",434652,44193.65486,2658,1
"2659","E85657",457114,67178.48871,2659,1
"2660","E85658",313272,28088.884,2660,1
"2661","E85659",146532,14645.33035,2661,1
"2662","E85663",998614,71967.38783,2662,1
"2663","E85672",111621,12234.78072,2663,1
"2664","E85673",54876,6219.87103,2664,1
"2665","E85677",288465,27496.98199,2665,1
"2666","E85680",429255,52315.14815,2666,1
"2667","E85681",1086480,75593.41079,2667,1
"2668","E85682",702110,60499.14983,2668,1
"2669","E85683",354788,37476.75086,2669,1
"2670","E85685",664027,77025.52962,2670,1
"2671","E85686",6927,438.96809,2671,1
"2672","E85687",48125,7597.26353,2672,1
"2673","E85692",370926,46575.63483,2673,1
"2674","E85693",457319,64901.38013,2674,1
"2675","E85694",179536,24101.66324,2675,1
"2676","E85696",591530,46529.85545,2676,1
"2677","E85697",643475,60961.01037,2677,1
"2678","E85699",521234,54902.72123,2678,1
"2679","E85700",241893,24582.44996,2679,1
"2680","E85705",91280,11327.53894,2680,1
"2681","E85707",822761,62856.32591,2681,1
"2682","E85708",305371,31875.40063,2682,1
"2683","E85712",472386,38776.28644,2683,1
"2684","E85713",412297,32450.63752,2684,1
"2685","E85714",241052,30695.8263,2685,1
"2686","E85715",305686,26406.64147,2686,1
"2687","E85716",833535,96405.99479,2687,1
"2688","E85718",265232,31658.74806,2688,1
"2689","E85719",468673,61638.90111,2689,1
"2690","E85721",119823,10571.80365,2690,1
"2691","E85723",32813,4810.85929,2691,1
"2692","E85724",252408,20039.7835,2692,1
"2693","E85725",443868,42811.18687,2693,1
"2694","E85726",233801,26585.38041,2694,1
"2695","E85727",367334,30043.3738,2695,1
"2696","E85728",184302,17981.52826,2696,1
"2697","E85731",360334,32219.34607,2697,1
"2698","E85732",260000,20619.06054,2698,1
"2699","E85733",184005,12505.80987,2699,1
"2700","E85734",393343,33412.04606,2700,1
"2701","E85735",333170,27417.47096,2701,1
"2702","E85736",695009,60452.07171,2702,1
"2703","E85739",678226,55466.16503,2703,1
"2704","E85740",117252,13704.22896,2704,1
"2705","E85743",254131,24199.18416,2705,1
"2706","E85744",796135,68748.56312,2706,1
"2707","E85745",873916,69313.00329,2707,1
"2708","E85746",114878,19167.45701,2708,1
"2709","E85748",355987,31645.10669,2709,1
"2710","E85750",998592,67547.10161,2710,1
"2711","E85755",140117,13171.19639,2711,1
"2712","E86001",1245441,125717.43266,2712,1
"2713","E86003",509433,41319.76737,2713,1
"2714","E86004",637239,64597.11708,2714,1
"2715","E86005",959763,88746.38369,2715,1
"2716","E86006",1056345,100213.92659,2716,1
"2717","E86007",1265130,121459.57432,2717,1
"2718","E86009",960346,82895.80908,2718,1
"2719","E86010",1295788,91928.58781,2719,1
"2720","E86011",670074,56271.22021,2720,1
"2721","E86012",1340915,130873.19781,2721,1
"2722","E86014",467035,40226.30294,2722,1
"2723","E86015",1809914,174007.75347,2723,1
"2724","E86016",531060,50570.55822,2724,1
"2725","E86017",1016575,80378.93206,2725,1
"2726","E86018",1296266,112490.74022,2726,1
"2727","E86019",986843,85408.95649,2727,1
"2728","E86020",467717,38560.45325,2728,1
"2729","E86022",727539,63238.58954,2729,1
"2730","E86024",680976,55960.71152,2730,1
"2731","E86026",871082,58623.71243,2731,1
"2732","E86027",831268,79320.86316,2732,1
"2733","E86028",1167556,99712.93565,2733,1
"2734","E86029",1135569,95973.84814,2734,1
"2735","E86030",204638,20755.88289,2735,1
"2736","E86033",675324,61438.10054,2736,1
"2737","E86034",8190,2453.36813,2737,1
"2738","E86036",708999,78877.73466,2738,1
"2739","E86038",388612,40615.81707,2739,1
"2740","E86041",516955,49311.45716,2740,1
"2741","E86042",603742,56654.00148,2741,1
"2742","E86605",235428,22193.35696,2742,1
"2743","E86609",408117,28344.23848,2743,1
"2744","E86610",314663,27912.05085,2744,1
"2745","E86612",446593,36052.50409,2745,1
"2746","E86615",193606,21814.54103,2746,1
"2747","E86618",681509,54164.07478,2747,1
"2748","E86619",528672,22285.41567,2748,1
"2749","E86620",640880,68144.96396,2749,1
"2750","E86622",271732,25301.35887,2750,1
"2751","E86625",406154,29168.85686,2751,1
"2752","E86626",478065,44243.78428,2752,1
"2753","E86629",370433,32318.51343,2753,1
"2754","E86632",634179,52084.59463,2754,1
"2755","E86635",278512,28500.61093,2755,1
"2756","E86637",277638,30996.15655,2756,1
"2757","E86640",515104,34955.20618,2757,1
"2758","E87002",1222551,136849.24706,2758,1
"2759","E87003",426801,43272.9585,2759,1
"2760","E87004",906410,105866.44953,2760,1
"2761","E87005",685274,74813.51821,2761,1
"2762","E87006",435438,42069.93224,2762,1
"2763","E87007",302362,39544.89023,2763,1
"2764","E87008",1178006,96642.23755,2764,1
"2765","E87009",468574,51375.69718,2765,1
"2766","E87010",522442,49543.89976,2766,1
"2767","E87011",1268427,102963.235,2767,1
"2768","E87013",643402,82760.73525,2768,1
"2769","E87014",5558,433.49683,2769,1
"2770","E87016",623002,65330.29706,2770,1
"2771","E87017",252488,27656.93595,2771,1
"2772","E87021",494361,38449.77504,2772,1
"2773","E87024",557689,48027.92532,2773,1
"2774","E87026",517181,42692.19548,2774,1
"2775","E87029",589250,66790.65588,2775,1
"2776","E87034",1549785,157884.51513,2776,1
"2777","E87037",601313,72632.63121,2777,1
"2778","E87038",790144,67607.81716,2778,1
"2779","E87043",342860,34329.76376,2779,1
"2780","E87045",315728,29672.67025,2780,1
"2781","E87046",422298,47036.59103,2781,1
"2782","E87047",547288,60989.75498,2782,1
"2783","E87048",95550,14540.76981,2783,1
"2784","E87050",164494,14323.15251,2784,1
"2785","E87052",459374,38522.72631,2785,1
"2786","E87055",195699,23726.44482,2786,1
"2787","E87057",309378,26862.77885,2787,1
"2788","E87061",599961,58765.82629,2788,1
"2789","E87063",634956,63998.90497,2789,1
"2790","E87065",275938,28387.33961,2790,1
"2791","E87066",593441,57132.45391,2791,1
"2792","E87067",607409,46190.26547,2792,1
"2793","E87069",113292,13126.27603,2793,1
"2794","E87070",186016,19249.95805,2794,1
"2795","E87071",375970,29858.16786,2795,1
"2796","E87609",1054990,111460.50834,2796,1
"2797","E87630",2614,410.61406,2797,1
"2798","E87637",617865,50925.90599,2798,1
"2799","E87648",149623,18479.953,2799,1
"2800","E87649",95795,14744.64793,2800,1
"2801","E87663",249836,19282.34753,2801,1
"2802","E87665",301980,36741.87521,2802,1
"2803","E87670",2771,633.4945,2803,1
"2804","E87677",154652,18889.47147,2804,1
"2805","E87681",1051224,98311.51963,2805,1
"2806","E87682",829877,69762.13987,2806,1
"2807","E87691",1439,408.10224,2807,1
"2808","E87694",18594,3755.72545,2808,1
"2809","E87699",125838,14800.08464,2809,1
"2810","E87701",531848,64428.92441,2810,1
"2811","E87702",107453,11405.83439,2811,1
"2812","E87705",195872,25644.5488,2812,1
"2813","E87706",357538,40906.42055,2813,1
"2814","E87711",139855,18875.46125,2814,1
"2815","E87714",466798,38087.90094,2815,1
"2816","E87715",280972,38860.61662,2816,1
"2817","E87717",25680,1715.32461,2817,1
"2818","E87718",348414,40865.34414,2818,1
"2819","E87720",326540,35525.74936,2819,1
"2820","E87722",252933,18442.3602,2820,1
"2821","E87723",504348,53863.45746,2821,1
"2822","E87727",181341,20214.41175,2822,1
"2823","E87733",351930,36948.44193,2823,1
"2824","E87735",155642,13816.71197,2824,1
"2825","E87737",636732,59986.86569,2825,1
"2826","E87738",337801,43412.03309,2826,1
"2827","E87739",649511,63183.4053,2827,1
"2828","E87740",559271,27431.91946,2828,1
"2829","E87741",323983,27103.94492,2829,1
"2830","E87742",153463,14964.8328,2830,1
"2831","E87745",399873,38524.27215,2831,1
"2832","E87746",182587,19390.26806,2832,1
"2833","E87750",76810,8228.74231,2833,1
"2834","E87751",373428,27121.23865,2834,1
"2835","E87753",452743,43627.15063,2835,1
"2836","E87754",400651,48691.14863,2836,1
"2837","E87755",178184,14236.98741,2837,1
"2838","E87756",454587,49263.95567,2838,1
"2839","E87762",253426,33345.32275,2839,1
"2840","E87765",60,61.91837,2840,1
"2841","E87766",268,105.47822,2841,1
"2842","E87768",99552,17211.33696,2842,1
"2843","E87772",45863,5395.20865,2843,1
"2844","F81001",1190368,142243.64889,2844,1
"2845","F81003",330976,46329.19024,2845,1
"2846","F81004",932714,99595.26694,2846,1
"2847","F81005",1052932,108656.65893,2847,1
"2848","F81006",613975,87012.78092,2848,1
"2849","F81007",1382948,168004.37306,2849,1
"2850","F81009",1192548,127785.43976,2850,1
"2851","F81010",1574283,171553.40516,2851,1
"2852","F81011",582886,70915.60704,2852,1
"2853","F81012",1182790,133874.14782,2853,1
"2854","F81013",1056649,108235.78403,2854,1
"2855","F81014",2253085,238046.1736,2855,1
"2856","F81015",711104,75299.16611,2856,1
"2857","F81016",824231,60936.91073,2857,1
"2858","F81017",2026806,220209.6454,2858,1
"2859","F81018",1422690,165278.55437,2859,1
"2860","F81019",2466974,262284.31803,2860,1
"2861","F81020",588772,79840.61152,2861,1
"2862","F81021",1644818,157652.54029,2862,1
"2863","F81022",1792524,189941.13332,2863,1
"2864","F81023",1244890,119318.78744,2864,1
"2865","F81024",676885,71567.22146,2865,1
"2866","F81025",730979,90446.56291,2866,1
"2867","F81026",1472591,142813.47814,2867,1
"2868","F81027",2479259,227432.15266,2868,1
"2869","F81028",891231,89518.44922,2869,1
"2870","F81029",604545,69380.24769,2870,1
"2871","F81030",1983049,240005.38772,2871,1
"2872","F81031",740649,81738.07664,2872,1
"2873","F81032",80388,6533.07657,2873,1
"2874","F81033",274108,32838.58288,2874,1
"2875","F81034",926839,91766.29968,2875,1
"2876","F81035",695579,75233.83558,2876,1
"2877","F81036",1482922,176749.00015,2877,1
"2878","F81037",2856914,238253.58131,2878,1
"2879","F81038",1536934,178410.38791,2879,1
"2880","F81040",479982,51013.09749,2880,1
"2881","F81041",1120500,141222.76522,2881,1
"2882","F81042",1228704,97812.96906,2882,1
"2883","F81043",3025664,248981.06895,2883,1
"2884","F81044",998637,105839.88989,2884,1
"2885","F81045",250067,27904.58793,2885,1
"2886","F81046",629104,68422.86922,2886,1
"2887","F81047",1320114,131561.06867,2887,1
"2888","F81048",1475615,150927.21537,2888,1
"2889","F81049",1461790,142615.49726,2889,1
"2890","F81051",884801,100758.59375,2890,1
"2891","F81052",3093411,284010.6574,2891,1
"2892","F81053",1176591,107263.12267,2892,1
"2893","F81055",1355103,154444.57613,2893,1
"2894","F81056",861798,98838.98014,2894,1
"2895","F81057",1247807,134778.47303,2895,1
"2896","F81060",633894,67694.04649,2896,1
"2897","F81061",744030,84924.5597,2897,1
"2898","F81062",1319986,106106.16077,2898,1
"2899","F81065",351728,38232.86181,2899,1
"2900","F81066",602365,72458.18232,2900,1
"2901","F81067",2152996,202764.37455,2901,1
"2902","F81068",2818405,252502.07167,2902,1
"2903","F81069",1066621,100584.08234,2903,1
"2904","F81070",727448,93970.8747,2904,1
"2905","F81071",1230815,126836.20939,2905,1
"2906","F81072",731763,74913.21632,2906,1
"2907","F81073",361853,36650.23499,2907,1
"2908","F81074",835935,92272.40282,2908,1
"2909","F81075",1531079,173620.47527,2909,1
"2910","F81076",362668,43507.22223,2910,1
"2911","F81078",806981,80605.75987,2911,1
"2912","F81079",1626205,172048.72921,2912,1
"2913","F81080",1179095,145214.87033,2913,1
"2914","F81081",2284525,274157.98998,2914,1
"2915","F81082",679641,71614.54562,2915,1
"2916","F81083",1174257,130388.50747,2916,1
"2917","F81084",817394,75224.00938,2917,1
"2918","F81085",1617470,169078.31892,2918,1
"2919","F81086",704564,80868.25466,2919,1
"2920","F81087",1961393,206317.84478,2920,1
"2921","F81088",282080,35586.47313,2921,1
"2922","F81089",1055790,141029.16241,2922,1
"2923","F81090",1277880,122360.87001,2923,1
"2924","F81091",1516571,119729.66804,2924,1
"2925","F81092",351640,43588.63458,2925,1
"2926","F81094",2126061,183581.67402,2926,1
"2927","F81095",1636183,157382.27279,2927,1
"2928","F81096",1725022,198792.28399,2928,1
"2929","F81097",1887967,188955.00221,2929,1
"2930","F81098",750403,78478.72855,2930,1
"2931","F81099",1839938,216650.21249,2931,1
"2932","F81100",1424208,160029.67665,2932,1
"2933","F81101",685780,75636.9872,2933,1
"2934","F81102",689832,81034.28649,2934,1
"2935","F81104",624189,70130.15825,2935,1
"2936","F81105",1696670,187229.33291,2936,1
"2937","F81106",1602355,127949.30221,2937,1
"2938","F81108",1183840,138175.24828,2938,1
"2939","F81109",570987,62708.30982,2939,1
"2940","F81110",468252,38939.9215,2940,1
"2941","F81111",507866,57301.97876,2941,1
"2942","F81112",971393,127377.70233,2942,1
"2943","F81113",1376669,143657.85896,2943,1
"2944","F81114",1270535,153293.18539,2944,1
"2945","F81115",1366107,147280.29895,2945,1
"2946","F81116",1685344,150331.39696,2946,1
"2947","F81117",1250893,135570.16637,2947,1
"2948","F81118",1769757,161568.37941,2948,1
"2949","F81119",1156713,116620.66394,2949,1
"2950","F81120",1734140,172438.6839,2950,1
"2951","F81121",660760,92921.94721,2951,1
"2952","F81122",1216352,121796.37984,2952,1
"2953","F81123",2055952,231974.25428,2953,1
"2954","F81125",1602625,200562.58316,2954,1
"2955","F81126",1211808,130111.84754,2955,1
"2956","F81127",1208442,134659.26444,2956,1
"2957","F81128",1310096,146552.42223,2957,1
"2958","F81129",735539,83026.82067,2958,1
"2959","F81130",692280,78709.86475,2959,1
"2960","F81131",1030459,118473.72696,2960,1
"2961","F81132",1882434,220629.2594,2961,1
"2962","F81133",1314736,146390.76768,2962,1
"2963","F81134",928153,109014.78522,2963,1
"2964","F81136",345732,32713.86652,2964,1
"2965","F81137",742254,91584.81313,2965,1
"2966","F81138",404634,40544.21421,2966,1
"2967","F81141",609904,61577.60558,2967,1
"2968","F81142",659479,74306.05611,2968,1
"2969","F81144",1701404,172393.42789,2969,1
"2970","F81147",823384,80183.34785,2970,1
"2971","F81149",1391044,155404.57205,2971,1
"2972","F81150",688613,83331.76712,2972,1
"2973","F81151",724128,72101.55538,2973,1
"2974","F81152",1033045,123028.39832,2974,1
"2975","F81153",1334847,152952.05135,2975,1
"2976","F81155",698398,67204.73235,2976,1
"2977","F81156",1955028,160220.74096,2977,1
"2978","F81157",1155927,118087.8808,2978,1
"2979","F81158",477520,60312.16432,2979,1
"2980","F81159",392426,41271.71541,2980,1
"2981","F81162",224027,29145.52404,2981,1
"2982","F81163",558225,81059.28175,2982,1
"2983","F81164",864966,101998.67149,2983,1
"2984","F81165",464035,43964.73328,2984,1
"2985","F81168",419152,53807.11871,2985,1
"2986","F81169",765343,73279.15139,2986,1
"2987","F81170",305643,43161.47751,2987,1
"2988","F81172",657008,61603.73973,2988,1
"2989","F81173",668104,72497.10862,2989,1
"2990","F81176",222800,25129.53063,2990,1
"2991","F81177",335878,40493.82258,2991,1
"2992","F81180",732790,76831.11856,2992,1
"2993","F81181",1616583,141514.67426,2993,1
"2994","F81183",316703,41371.91125,2994,1
"2995","F81184",386362,44401.13946,2995,1
"2996","F81185",547431,58176.74022,2996,1
"2997","F81186",470566,54384.31721,2997,1
"2998","F81192",926659,136345.25322,2998,1
"2999","F81193",473964,61482.83073,2999,1
"3000","F81195",285401,27989.43873,3000,1
"3001","F81197",178838,23008.25789,3001,1
"3002","F81198",202218,34359.85331,3002,1
"3003","F81200",374181,39796.90767,3003,1
"3004","F81205",527811,62387.09567,3004,1
"3005","F81206",742566,85457.38482,3005,1
"3006","F81207",134875,11365.27896,3006,1
"3007","F81209",267973,32607.11149,3007,1
"3008","F81210",492762,59991.25812,3008,1
"3009","F81211",613214,70360.6474,3009,1
"3010","F81212",1474579,170490.0074,3010,1
"3011","F81213",709363,75720.88312,3011,1
"3012","F81214",672224,82971.41351,3012,1
"3013","F81215",602770,80161.31346,3013,1
"3014","F81216",925070,51728.68931,3014,1
"3015","F81218",125061,15815.80351,3015,1
"3016","F81219",419028,56996.31689,3016,1
"3017","F81221",700229,73550.8615,3017,1
"3018","F81222",349115,53233.18546,3018,1
"3019","F81223",399881,48865.98094,3019,1
"3020","F81606",355432,47270.16148,3020,1
"3021","F81608",850499,83566.37445,3021,1
"3022","F81613",822123,103037.30076,3022,1
"3023","F81618",471201,49617.34619,3023,1
"3024","F81619",290757,28134.63929,3024,1
"3025","F81622",307021,38045.02091,3025,1
"3026","F81623",205954,23972.23197,3026,1
"3027","F81632",409947,50153.81008,3027,1
"3028","F81633",453755,48499.22792,3028,1
"3029","F81635",154869,18811.18412,3029,1
"3030","F81636",1520007,142490.89403,3030,1
"3031","F81639",94081,10050.95769,3031,1
"3032","F81640",238638,29056.46425,3032,1
"3033","F81641",444263,45425.38842,3033,1
"3034","F81644",201609,20861.9637,3034,1
"3035","F81645",425567,55771.26477,3035,1
"3036","F81648",100380,14097.96691,3036,1
"3037","F81649",487857,55182.06132,3037,1
"3038","F81651",329092,36557.96543,3038,1
"3039","F81652",267518,32132.04467,3039,1
"3040","F81656",299910,33931.12309,3040,1
"3041","F81661",160084,20993.23191,3041,1
"3042","F81665",296108,39295.21435,3042,1
"3043","F81666",263864,31075.99606,3043,1
"3044","F81667",205113,27632.91535,3044,1
"3045","F81669",472586,49060.45644,3045,1
"3046","F81670",467472,55399.01295,3046,1
"3047","F81672",413927,45306.17707,3047,1
"3048","F81674",129117,20262.20469,3048,1
"3049","F81675",320194,36308.95897,3049,1
"3050","F81676",47676,5946.86528,3050,1
"3051","F81679",1249457,100716.14102,3051,1
"3052","F81681",1631848,184745.69595,3052,1
"3053","F81683",1053719,120571.30631,3053,1
"3054","F81684",337866,40914.43579,3054,1
"3055","F81688",218460,24005.67162,3055,1
"3056","F81690",300163,37759.92529,3056,1
"3057","F81691",375050,43772.71547,3057,1
"3058","F81695",147936,18872.59013,3058,1
"3059","F81696",209858,27211.84548,3059,1
